Quiz ID	Question Number	Question	Answer Choice A	Answer Choice B	Answer Choice C	Num Answered A	Num Answered B	Num Answered C	Correct Answer	Theme Question	Notes
88dc0de0-6592-4bfc-96a4-6fb8c58a4aa2	5	Which of these is a real video game?	NFL Blitz	NBA Slam	MLB Hits	41558	32033	9886	A		
88dc0de0-6592-4bfc-96a4-6fb8c58a4aa2	6	Who was the first woman ever nominated for a Best Director Oscar?	Sofia Coppola	Jane Campion	Lina Wertmüller	21033	11751	7982	C		
88dc0de0-6592-4bfc-96a4-6fb8c58a4aa2	7	Which artist is known for painting pictures of swimming pools?	Frank Stella	David Hockney	Ólafur Elíasson	1980	5160	1674	B		
88dc0de0-6592-4bfc-96a4-6fb8c58a4aa2	8	Who was the first president to use electricity in the White House?	Calvin Coolidge	Benjamin Harrison	William Howard Taft	1645	1738	1811	B		
88dc0de0-6592-4bfc-96a4-6fb8c58a4aa2	9	What program became the foundation of Apple's ubiquitous music library software?	SoundJam MP	Napster	Limewire	671	801	355	A		
88dc0de0-6592-4bfc-96a4-6fb8c58a4aa2	10	What existing WNBA team has won the most championships?	Minnesota Lynx	Los Angeles Sparks	Houston Comets	312	283	146	A		
88dc0de0-6592-4bfc-96a4-6fb8c58a4aa2	11	None of the members of Wilson Phillips have parents in which of these bands?	The Mamas & the Papas	The Honeys	The Monkees	99	83	151	C		
88dc0de0-6592-4bfc-96a4-6fb8c58a4aa2	12	Which fast food sandwich was invented most recently?	Whopper	Filet-O-Fish	Big Mac	42	82	30	C		
55681fa2-71cf-4510-9128-8b2466d5749c	1	In the Mother Goose nursery rhyme, what did Little Miss Muffet sit on?	Whoopie cushion	Tuffet	Blueberry muffin	19751	612222	79918	B		
55681fa2-71cf-4510-9128-8b2466d5749c	2	According to the Chinese zodiac, 2018 is officially the Year of the what?	Dog	Surly neighbor	Careless whisper	586375	5532	10448	A		
55681fa2-71cf-4510-9128-8b2466d5749c	3	What foliage did Adam and Eve use to cover up?	Maple leaf	Black locust leaf	Fig leaf	63605	18605	493730	C		
55681fa2-71cf-4510-9128-8b2466d5749c	4	Which household device was created by iRobot?	Nest	Robomow	Roomba	29573	13953	444993	C		
55681fa2-71cf-4510-9128-8b2466d5749c	5	The mosaic pavement streets of Rio de Janeiro contain numerous examples of what?	QR codes	Google Doodles	Emoji	195805	98615	124744	A		
55681fa2-71cf-4510-9128-8b2466d5749c	6	Which of these drinks is often classified into culinary and ceremonial grades?	Yerba mate	Kombucha	Matcha	25500	99121	66628	C		
55681fa2-71cf-4510-9128-8b2466d5749c	7	Microblading eyebrows essentially consists of doing what?	Drawing them in	Trimming them	Plucking them	32493	21221	14033	A		
55681fa2-71cf-4510-9128-8b2466d5749c	8	What rating does Dudley Moore give Bo Derek's character in the movie "10"?	Higher than ten	Lower than ten	Ten	12179	7835	12708	A		
55681fa2-71cf-4510-9128-8b2466d5749c	9	Which of these toys has NOT been to space?	Etch A Sketch	Slinky	Lego	2859	1549	8238	A		
55681fa2-71cf-4510-9128-8b2466d5749c	10	Which of these soprano singing ranges has the lowest tessitura?	Soubrette	Coloratura	Dramatic	1622	1019	478	C		
55681fa2-71cf-4510-9128-8b2466d5749c	11	Before creating Hotmail, the two founders worked together at what company?	Hewlett-Packard	Microsoft	Apple	268	264	33	C		
55681fa2-71cf-4510-9128-8b2466d5749c	12	Which animal is NOT depicted in Rembrandt's "The Night Watch"?	Mouse	Chicken	Dog	12	27	9	A		
ee2d045b-332f-4b09-906a-fa67bbbeeaf8	1	What is traditional to wear on St. Patrick's Day?	Fancy gown	The color green	Minions onesie	3869	918709	1435	B		
ee2d045b-332f-4b09-906a-fa67bbbeeaf8	2	Bugs Bunny often chomps on what food?	Chimichangas	Candy corn	Carrots	1674	3532	900342	C		
ee2d045b-332f-4b09-906a-fa67bbbeeaf8	3	Which of these is a national hamburger chain?	Puddchuckers	Huddsuckers	Fuddruckers	65735	46808	773750	C		
ee2d045b-332f-4b09-906a-fa67bbbeeaf8	4	Which of these is NOT a pseudonym?	George Eliot	George Orwell	George Saunders	167245	345252	227553	C		
ee2d045b-332f-4b09-906a-fa67bbbeeaf8	5	In baseball, "Mendoza line" is a nickname for what?	.200 batting average	Rubber on pitching mound	Hard-hit ball	96096	75552	53423	A		
ee2d045b-332f-4b09-906a-fa67bbbeeaf8	6	The director of "Lady Bird" starred in which indie movie?	Room	Frances Ha	Brooklyn	27268	32601	36777	B		
ee2d045b-332f-4b09-906a-fa67bbbeeaf8	7	What sport is often played with an item resembling a Buckminsterfullerene molecule?	Badminton	American football	Soccer	20852	2813	8806	C		
ee2d045b-332f-4b09-906a-fa67bbbeeaf8	8	Nearly every episode of which TV show is named after a song title?	Glee	Gossip Girl	Grey's Anatomy	6385	1163	1816	C		
ee2d045b-332f-4b09-906a-fa67bbbeeaf8	9	Which is NOT a correct pairing of tablet and tablet maker?	Streak / Toshiba	ATIV / Samsung	Xoom / Motorola	791	831	358	A		
ee2d045b-332f-4b09-906a-fa67bbbeeaf8	10	Which philosopher directly inspired the lyrics on Radiohead's "OK Computer"?	Friedrich Nietzsche	Adam Smith	Noam Chomsky	333	89	408	C		
ee2d045b-332f-4b09-906a-fa67bbbeeaf8	11	Which fitness brand was established first?	NordicTrack	Bowflex	Thighmaster	205	66	155	A		
ee2d045b-332f-4b09-906a-fa67bbbeeaf8	12	Which of these titles is currently held by nobody?	Duke of Windsor	Duke of Kent	Duke of Gloucester	59	97	51	A		
f9d9506d-1f1a-40d5-a48c-c8fb0cb66275	1	In kickball, what are players meant to use to propel the ball onto the field?	Oven mitt	Foot	Stuffed jackalope	12510	951921	5774	B		
f9d9506d-1f1a-40d5-a48c-c8fb0cb66275	2	According to the title of a classic horror movie, "The Hills Have" what?	Ugly christmas sweaters	Eyes	So Many Questions	18046	894753	19691	B		
f9d9506d-1f1a-40d5-a48c-c8fb0cb66275	3	The popular abbreviation "TFW" usually stands for what?	That Feeling When	Too Funky, World	The Funniest Week	782405	19901	57974	A		
f9d9506d-1f1a-40d5-a48c-c8fb0cb66275	4	A tarantula hawk is a type of what?	Bird	Snake	Wasp	438303	58738	274593	C		
f9d9506d-1f1a-40d5-a48c-c8fb0cb66275	5	Which of the following schools does NOT have a religious affiliation?	Saint Paul College	Saint John's University	University of Notre Dame	89110	104092	72766	A		
f9d9506d-1f1a-40d5-a48c-c8fb0cb66275	6	A stylized depiction of the Matterhorn is featured in what corporate logo?	Toblerone	Paramount Pictures	The North Face	35076	39221	15488	A		
f9d9506d-1f1a-40d5-a48c-c8fb0cb66275	7	Which statement is true of the R&B group "Tony! Toni! Toné!"?	Disbanded after 1 album	No member named Tony	Top single was a capella	5409	23734	5796	B		
f9d9506d-1f1a-40d5-a48c-c8fb0cb66275	8	Daku is the pseudonym of a street artist known for his work in what city?	New Delhi	Tokyo	London	8522	10292	5050	A		
f9d9506d-1f1a-40d5-a48c-c8fb0cb66275	9	A controversial '90s episode of "Oprah" caused the price of what product to drop?	Diamonds	Soda	Beef	1825	2164	4867	C		
f9d9506d-1f1a-40d5-a48c-c8fb0cb66275	10	Which of these terms does NOT refer to a sea slug?	Sea pig	Sea hare	Nudibranch	1922	2537	510	A		
f9d9506d-1f1a-40d5-a48c-c8fb0cb66275	11	The longest-serving senator currently in office has been re-elected how many times?	Seven times	Four times	Nine times	1205	248	574	A		4 people selected a glitch "Answer D"
f9d9506d-1f1a-40d5-a48c-c8fb0cb66275	12	Matt Damon & Ben Affleck appear uncredited in which baseball movie?	Field of Dreams	Moneyball	Fever Pitch	264	504	458	A		
9b9cd209-c9d2-4ca0-91f3-ce90b175aafd	1	In the nursery rhyme, Mary had a little what?	Laryngitis	Lamb	Log	5656	1806294	3090	B		
9b9cd209-c9d2-4ca0-91f3-ce90b175aafd	2	Which of these is a common machine used in construction?	Spoonlift	Sporklift	Forklift	11545	21293	1759579	C		
9b9cd209-c9d2-4ca0-91f3-ce90b175aafd	3	Who is considered the father of scientific classification?	Jose Reyes	Carl Linnaeus	Doctor Zaius	154557	1371797	176314	B		
9b9cd209-c9d2-4ca0-91f3-ce90b175aafd	4	Siri made its debut on which iPhone?	iPhone 4	iPhone 5	iPhone 4S	327371	307050	736457	C		
9b9cd209-c9d2-4ca0-91f3-ce90b175aafd	5	Which of these is a poetry term for a stanza with four lines?	Limerick	Haiku	Quatrain	159430	272667	319746	C		
9b9cd209-c9d2-4ca0-91f3-ce90b175aafd	6	Which band featured a regular didgeridoo player?	Dexys Midnight Runners	Jamiroquai	O.A.R.	101868	136317	96617	B		
9b9cd209-c9d2-4ca0-91f3-ce90b175aafd	7	Which action star is the creator of an eponymous martial art?	Jackie Chan	Steven Seagal	Chuck Norris	70257	28486	45020	C		
9b9cd209-c9d2-4ca0-91f3-ce90b175aafd	8	The TSA allows which of these as a carry-on item?	Bowling ball	Kayak paddle	Cricket bat	30181	8936	10629	A		
9b9cd209-c9d2-4ca0-91f3-ce90b175aafd	9	Which of these games is typically played using a deck with the fewest cards?	Euchre	Cribbage	Pinochle	12043	7589	11276	A		
9b9cd209-c9d2-4ca0-91f3-ce90b175aafd	10	The cooking technique known as tempura originated in which of these places?	Hawaii	South Korea	Portugal	2641	8399	1816	C		
9b9cd209-c9d2-4ca0-91f3-ce90b175aafd	11	In 2008, the creators of what startup raised funds by selling novelty breakfast cereals?	Kickstarter	Airbnb	Cards Against Humanity	700	438	1149	B		
9b9cd209-c9d2-4ca0-91f3-ce90b175aafd	12	The top prize in architecture is named for the creator of what hotel chain?	Hyatt	Sheraton	Four Seasons	241	126	131	A		
9b9cd209-c9d2-4ca0-91f3-ce90b175aafd	13	The author of which sci-fi classic is credited with inventing the modern waterbed?	Starship Troopers	2001: A Space Odyssey	The Time Machine	36	123	97	A		
9b9cd209-c9d2-4ca0-91f3-ce90b175aafd	14	Which of these is NOT an actual Jelly Belly flavor?	Blueberry Pie	Sour Peach	Orange Mango Smoothie	14	24	9	A		
9b9cd209-c9d2-4ca0-91f3-ce90b175aafd	15	Which company was named after its founder's unusual hair style?	Kinko's	Red Robin	Miracle-Gro	5	8	3	A		
8f8c03f0-9461-42e6-b3c4-595f678eedc9	1	In a BLT sandwich, the "T" stands for what?	Tap water	Tunatini	Tomato	2745	5812	875834	C		
8f8c03f0-9461-42e6-b3c4-595f678eedc9	2	Habitat for Humanity is a charity known for building what?	Luxury yacht	Monster truck courses	Houses	6689	4399	853960	C		
8f8c03f0-9461-42e6-b3c4-595f678eedc9	3	Which of these is a part of the heart?	Aorta	Albedo	Avuncular	791644	11050	44108	A		
8f8c03f0-9461-42e6-b3c4-595f678eedc9	4	"Go Blue!" is the rallying cry of what university's sports team?	U of Michigan	Michigan State	Ohio State	477465	241894	59272	A		
8f8c03f0-9461-42e6-b3c4-595f678eedc9	5	A famous fossil found in an English cave has what cheesy name?	Stilton Man	Roquefort Man	Cheddar Man	109485	147485	211152	C		
8f8c03f0-9461-42e6-b3c4-595f678eedc9	6	Which artist was a pioneer of the Surrealist movement?	Paul Gauguin	Henri Matisse	Max Ernst	46315	114288	52970	C		
8f8c03f0-9461-42e6-b3c4-595f678eedc9	7	Which ingredient is typically listed first on jars of classic Nutella?	Hazelnuts	Cocoa	Sugar	35360	11128	9631	C		
8f8c03f0-9461-42e6-b3c4-595f678eedc9	8	Which performer did NOT get booed while debuting at the Apollo Theater Amateur Night?	Lauryn Hill	T-Pain	Dave Chappelle	3724	3159	3995	B		
8f8c03f0-9461-42e6-b3c4-595f678eedc9	9	Which of these poets' best known work is a villanelle?	Robert Frost	Dylan Thomas	T.S. Eliot	1054	1014	1333	B		
8f8c03f0-9461-42e6-b3c4-595f678eedc9	10	Which of these states does NOT have an official governor's mansion?	Alaska	Idaho	South Dakota	377	345	376	B		
8f8c03f0-9461-42e6-b3c4-595f678eedc9	11	Which First Lady's official portrait features her resting her hand on a large dog?	Grace Coolidge	Eleanor Roosevelt	Jacqueline Kennedy	129	175	71	A	TRUE	
8f8c03f0-9461-42e6-b3c4-595f678eedc9	12	Jimi Hendrix, Frank Sinatra & Bobby Darin all released songs with what name in the title?	Mary	Joe	Dolly	63	51	34	C		
5b10c321-a881-47e0-900b-85d38fed5745	1	In theater, what phrase means "good luck"?	Break a leg	Kick the bucket	Cut a rug	1271107	9475	4778	A		
5b10c321-a881-47e0-900b-85d38fed5745	2	Medicine you can buy without a prescription is said to be available over-the-what?	Counter	Transom	Rainbow	1248241	7529	3748	A		
5b10c321-a881-47e0-900b-85d38fed5745	3	What university's mascot is a cartoonish clergy member?	UC San Diego	Wake Forest	Notre Dame	191107	396200	626455	B		
5b10c321-a881-47e0-900b-85d38fed5745	4	The title of the play "A Raisin in the Sun" comes from a poem by which author?	Maya Angelou	Langston Hughes	Toni Morrison	142614	181876	74959	B		
5b10c321-a881-47e0-900b-85d38fed5745	5	Which of these is an accurate statement about typhoons?	Type of cyclone	Originate as monsoons	Form south of equator	68976	46673	61351	A		
5b10c321-a881-47e0-900b-85d38fed5745	6	Which president raised wartime funds by keeping sheep on the White House lawn?	Dwight D. Eisenhower	Harry S. Truman	Woodrow Wilson	15305	20645	34305	C	TRUE	
5b10c321-a881-47e0-900b-85d38fed5745	7	Cinnamon is the primary flavoring of which liqueur?	Goldschläger	Frangelico	Drambuie	20324	7714	6922	A		
5b10c321-a881-47e0-900b-85d38fed5745	8	Which state's capital is likely named for a Native American word meaning "good place to dig potatoes"?	Missouri	Kansas	Arkansas	6477	8645	5057	B		
5b10c321-a881-47e0-900b-85d38fed5745	9	By definition, a person with bad handwriting can be said to have what?	Paresthesia	Onychocryptosis	Griffonage	2255	4792	1895	C		
5b10c321-a881-47e0-900b-85d38fed5745	10	Which of these Biblical names was most popular for American babies in 2016?	Benjamin	Jacob	Elijah	281	1076	767	A		
5b10c321-a881-47e0-900b-85d38fed5745	11	The Universalis Cosmographia is the first known map to feature what?	The term 'America'	Compass rose	Circumnavigable earth	52	163	150	A		
5b10c321-a881-47e0-900b-85d38fed5745	12	Earlier this decade, the billionaire creator behind what '90s craze got busted for tax evasion?	Beanie Babies	Tamagotchis	Slap bracelets	39	12	9	A		
86d8142d-5be6-41c4-a76d-80e45df4419e	1	From what do baby chicks hatch?	Aluminum cans	Compact cars	Eggs	3395	3463	788532	C		
86d8142d-5be6-41c4-a76d-80e45df4419e	2	What aptly-named inventor is credited with inventing the telephone?	Laszlo Simcard	Alexander Graham Bell	Ivor Landline	8585	748251	18847	B		
86d8142d-5be6-41c4-a76d-80e45df4419e	3	The opening ceremony of the Olympics have NOT won which major award?	Tony	Emmy	Grammy	340807	149239	238376	A	TRUE	
86d8142d-5be6-41c4-a76d-80e45df4419e	4	Which ballroom dance is typically performed in 3/4 time?	Rumba	Waltz	Tango	29958	239637	70685	B		
86d8142d-5be6-41c4-a76d-80e45df4419e	5	What animal is traditionally the source of fried calamari?	Squid	Eel	Octopus	180665	3169	55275	A		
86d8142d-5be6-41c4-a76d-80e45df4419e	6	What medical device must legally be available at U.S. public gathering places?	Oxygen tank	Defibrillator	EpiPen	7054	155389	17145	B		
86d8142d-5be6-41c4-a76d-80e45df4419e	7	A person writing clearly and correctly is often said to be following "Strunk and" whom?	White	Follett	Robert	59057	70617	22038	A		
86d8142d-5be6-41c4-a76d-80e45df4419e	8	Who did NOT win back-to-back Best Actor Oscars?	James Stewart	Spencer Tracy	Tom Hanks	14910	21643	23401	A	TRUE	
86d8142d-5be6-41c4-a76d-80e45df4419e	9	In the classic edition of Monopoly, which word appears in the name of two different spaces?	Pennsylvania	Pacific	North	6001	5645	4115	A		
86d8142d-5be6-41c4-a76d-80e45df4419e	10	Which of these past Olympic mascots was an animal?	Izzy	Wenlock	Hodori	1934	2214	2145	C		
86d8142d-5be6-41c4-a76d-80e45df4419e	11	What Caribbean island was the birthplace of Alexander Hamilton?	St. Kitts	Nevis	Anguilla	965	732	654	B		
86d8142d-5be6-41c4-a76d-80e45df4419e	12	Which CEO runs the NASDAQ-listed company with the highest market cap?	Tim Cook	Jeff Bezos	Satya Nadella	224	419	136	A		
bbbd2aa6-e986-4466-91d4-89ea748bf27d	1	According to the title of her hit 2015 song, how long is Rihanna from wildin'?	FourFiveSeconds	A few hours or so	Depends on the traffic	980362	120456	32531	A		
bbbd2aa6-e986-4466-91d4-89ea748bf27d	2	Craig Newmark founded a website called what?	CraigsCatalog.com	Craigslist.org	Gmail.craig	11560	958705	2728	B		
bbbd2aa6-e986-4466-91d4-89ea748bf27d	3	Not just a TV program, "Frontline" is also the name of a popular type of what?	Hair styling product	Electric guitar brand	Pet medicine	126520	149727	663562	C		
bbbd2aa6-e986-4466-91d4-89ea748bf27d	4	Which of these countries has the smallest population?	South Korea	South Africa	South Sudan	105717	103138	445565	C		
bbbd2aa6-e986-4466-91d4-89ea748bf27d	5	Which of these is an influential type of synthesizer?	Boog	Moog	Loog	116776	237037	89604	B		
bbbd2aa6-e986-4466-91d4-89ea748bf27d	6	Stainless steel is "stainless" thanks to which added element?	Chromium	Palladium	Cobalt	162832	33008	40624	A		
bbbd2aa6-e986-4466-91d4-89ea748bf27d	7	After the 2002 Olympics, which sport's 6.0 system was replaced by the ISU judging system?	Gymnastics	Diving	Figure skating	42567	54417	61692	C	TRUE	
bbbd2aa6-e986-4466-91d4-89ea748bf27d	8	"Aquaman" star Jason Momoa is older than which of these actors?	Tom Hiddleston	Ryan Reynolds	Benedict Cumberbatch	22091	24597	16561	A		
bbbd2aa6-e986-4466-91d4-89ea748bf27d	9	Which car model does NOT come in a hybrid version?	Volkswagen Jetta	Ford Fiesta	Toyota Avalon	8777	6266	7965	B		
bbbd2aa6-e986-4466-91d4-89ea748bf27d	10	What is Miss Clavel referring to when she says "something is not right" in "Madeline"?	Burglars	Messy kitchen	Appendicitis	1108	2661	2920	C		
bbbd2aa6-e986-4466-91d4-89ea748bf27d	11	The first-ever athlete to win Olympic gold for South Korea did so in which sport?	Archery	Wrestling	Taekwondo	1294	723	1001	B	TRUE	
bbbd2aa6-e986-4466-91d4-89ea748bf27d	12	Which baseball player is NOT named in Billy Joel's "We Didn't Start the Fire"?	Jackie Robinson	Mickey Mantle	Roy Campanella	198	130	472	A		
4d58e4f7-d92b-4ae4-a60a-fe86c5f9b50d	1	In billiards, what color is a standard eight-ball?	Burnt sienna	Millennial pink	Black	7897	7998	756898	C		
4d58e4f7-d92b-4ae4-a60a-fe86c5f9b50d	2	Which of these liquids comes from an udder?	Milk	Apple juice	Coffee	720344	13547	13915	A		
4d58e4f7-d92b-4ae4-a60a-fe86c5f9b50d	3	What is the adjectival form of the word "governor"?	Gavernoric	Gubernatorial	Governorian	74132	335543	293345	B		
4d58e4f7-d92b-4ae4-a60a-fe86c5f9b50d	4	What area of London is synonymous with the city's world-class theater scene?	Chelsea	Knightsbridge	West End	89819	35962	206355	C		
4d58e4f7-d92b-4ae4-a60a-fe86c5f9b50d	5	How do you find the reciprocal of a number?	Divide 1 by the number	Square the number	Subtract it from 0	125754	50043	26441	A		
4d58e4f7-d92b-4ae4-a60a-fe86c5f9b50d	6	Which website did the New York Times call "the people's National Endowment for the Arts"?	Pinterest	Etsy	Kickstarter	46088	52429	25325	C		
4d58e4f7-d92b-4ae4-a60a-fe86c5f9b50d	7	Which band had a member with the same stage name as a Revolutionary War admiral?	Led Zeppelin	Pink Floyd	The Kinks	11434	8943	5839	A		
4d58e4f7-d92b-4ae4-a60a-fe86c5f9b50d	8	Which writer has NOT held the position now known as U.S. Poet Laureate?	Elizabeth Bishop	Robert Frost	Maya Angelou	4786	4120	2685	C		
4d58e4f7-d92b-4ae4-a60a-fe86c5f9b50d	9	Which TV show is an anagram of the show it's spun off from?	Torchwood	Sons of Thunder	Sam & Cat	1470	580	824	A		
4d58e4f7-d92b-4ae4-a60a-fe86c5f9b50d	10	Which of these athletes was born on a Balearic Island?	Rafael Nadal	Christiano Ronaldo	Mario Andretti	858	320	314	A		
4d58e4f7-d92b-4ae4-a60a-fe86c5f9b50d	11	What was the first video game to call Mario by the name Mario?	Donkey Kong	Wrecking Crew	Donkey Kong, Jr.	642	47	187	C		
4d58e4f7-d92b-4ae4-a60a-fe86c5f9b50d	12	What town is home to the most works by the architect of Taliesin West and Graycliff?	Oak Park, Illinois	Columbus, Indiana	Calistoga, California	149	73	49	A		
eb2a790e-3e0b-4580-aced-ac9408c84a03	1	What is something often said after a sneeze?	What are thoooose?	Not the mama!	Gesundheit	21382	19860	1134718	C		
eb2a790e-3e0b-4580-aced-ac9408c84a03	2	Which item is traditionally used to send a message out to sea?	Bottle	Butter dish	Butterscotch lozenge	1118757	3069	2490	A		
eb2a790e-3e0b-4580-aced-ac9408c84a03	3	In the movie industry, what does a Foley artist work on?	Sound effects	Visual effects	Set design	419003	285456	382628	A		
eb2a790e-3e0b-4580-aced-ac9408c84a03	4	Which of these is typically used to find the longest side of a right triangle?	Binomial theorem	Pythagorean theorem	Quadratic formula	6817	382919	29750	B		
eb2a790e-3e0b-4580-aced-ac9408c84a03	5	In which sport can a player encounter the "unplayable lie"?	Golf	Billiards	Croquet	202047	91352	85228	A		
eb2a790e-3e0b-4580-aced-ac9408c84a03	6	Which country did NOT participate in the Potsdam Conference?	Germany	Russia	Great Britain	62567	103119	35860	A		
eb2a790e-3e0b-4580-aced-ac9408c84a03	7	Which of these words contains a dipthong?	Say	Hat	Up	26991	15680	21371	A		
eb2a790e-3e0b-4580-aced-ac9408c84a03	8	When it comes to shoes, what kind of heel tapers in the middle?	Kitten	Wedge	Spool	5922	13592	7894	C		
eb2a790e-3e0b-4580-aced-ac9408c84a03	9	In botany, which part of the tree has a gender?	Root	Pith	Cone	1069	2489	4838	C		
eb2a790e-3e0b-4580-aced-ac9408c84a03	10	Which of these artists usually wears an eyepatch?	Dale Chihuly	Julian Schnabel	Damien Hirst	1962	1495	1541	A		
eb2a790e-3e0b-4580-aced-ac9408c84a03	11	Hideaway Island in Vanuatu is believed to have Earth's only example of what?	Unmanned police dept.	Non-taxing government	Underwater post office	252	429	1281	C		
eb2a790e-3e0b-4580-aced-ac9408c84a03	12	In the Disney song "Be Our Guest", which food is mentioned?	Beef ragout	Crème brûlée	Cassoulet	505	446	355	A		
07580f61-ac74-459d-8931-53ef88b45663	1	Panama is home to a massive waterway project with what name?	Panama Hot Tub	Panama Slip 'N Slide	Panama Canal	10331	13181	741887	C		
07580f61-ac74-459d-8931-53ef88b45663	2	Sirs Lancelot and Galahad were knights of the what?	Heart-Shaped Loveseat	Triangular Mini-Fridge	Round Table	28625	7826	695039	C		
07580f61-ac74-459d-8931-53ef88b45663	3	The pH scale measures what property?	Mass	Acidity	Temperature	24556	654610	9950	B		
07580f61-ac74-459d-8931-53ef88b45663	4	Which '80s film shares its name with an electrical weather phenomenon?	St. Elmo's Fire	Red Dawn	Blue Velvet	244635	339147	56595	A		
07580f61-ac74-459d-8931-53ef88b45663	5	NBA star Shaquille O'Neal had what philosophical nickname?	The Big Machiavelli	The Big Aristotle	The Big Archimedes	60203	114869	66758	B		
07580f61-ac74-459d-8931-53ef88b45663	6	Which of these celebrity names contains a diaresis?	Chloë Sevigny	Beyoncé	Julia Louis-Dreyfus	66366	14749	30241	A		
07580f61-ac74-459d-8931-53ef88b45663	7	Which of these tech companies IPOed in the 21st century?	Expedia	Google	Amazon	17170	23170	25498	B		
07580f61-ac74-459d-8931-53ef88b45663	8	Bernard Webb is a pseudonym of the artist who sang which of these songs?	Like a Rolling Stone	Yesterday	No Woman No Cry	7581	5701	10227	B		
07580f61-ac74-459d-8931-53ef88b45663	9	Which of these charities is run by one of the five main branches of the U.S. military?	Toys for Tots	Wounded Warrior Project	Salvation Army	3053	1602	1425	A		
07580f61-ac74-459d-8931-53ef88b45663	10	The eruption of Krakatoa is thought to have influenced the colors in which painting?	View of Toledo	Starry Night	The Scream	531	1233	1361	C		
07580f61-ac74-459d-8931-53ef88b45663	11	Which of these is NOT common slang for a split in bowling?	Greek Church	Sour Apple	Spruce Grove	406	669	328	C		
07580f61-ac74-459d-8931-53ef88b45663	12	Which of these was a common baseball strategy in 1890s baseball?	Baltimore Chop	St. Louis Bounce	Pittsburgh Switch	162	102	135	A		
5eed40f5-368f-499b-98ab-5b1bf3b8d50c	1	A mysterious alien spacecraft is given what abbreviation?	UFO	LMFAO	OPP	1178221	3755	1799	A		
5eed40f5-368f-499b-98ab-5b1bf3b8d50c	2	A person with an MD or PhD often does by what title?	Doctor	Funkmaster	Archduke	1159765	2013	1844	A		
5eed40f5-368f-499b-98ab-5b1bf3b8d50c	3	Which of these 4-letter "L-words" is a musical instrument?	Lyre	Ludo	Lede	807305	141097	192110	A		
5eed40f5-368f-499b-98ab-5b1bf3b8d50c	4	Which California university has a dancing redwood as its unofficial mascot?	Cal-Berkeley	UCLA	Stanford	238579	130726	422250	C		
5eed40f5-368f-499b-98ab-5b1bf3b8d50c	5	The Bullipedia is a research project by a star chef from what country?	Portugal	Mexico	Spain	129000	56415	234090	C		
5eed40f5-368f-499b-98ab-5b1bf3b8d50c	6	What is unusual about the bird known as the swiftlet?	Builds nests underwater	Flies backwards	Uses echolocation	64707	98297	66798	C		
5eed40f5-368f-499b-98ab-5b1bf3b8d50c	7	Which of these is a popular social network for artists & designers?	Rippple	Dribbble	Flippple	37948	20402	10025	B		
5eed40f5-368f-499b-98ab-5b1bf3b8d50c	8	Which author did NOT compose any written works while imprisoned?	Charles Dickens	O. Henry	Oscar Wilde	7805	5060	8263	A		
5eed40f5-368f-499b-98ab-5b1bf3b8d50c	9	In what class would you be most likely to learn about Alnitak?	Norse mythology	Geology	Astronomy	3560	2104	2431	C		
5eed40f5-368f-499b-98ab-5b1bf3b8d50c	10	From 1941-76, American passports were roughly the same color as what?	Traditional Levi's jeans	Garfield	Brussels sprouts	1167	345	1035	C		
5eed40f5-368f-499b-98ab-5b1bf3b8d50c	11	Which of these dinner orders will traditionally get you a plate of spare ribs?	Slab of Moo	Cowboy with Spurs	First Lady	324	581	171	C		
5eed40f5-368f-499b-98ab-5b1bf3b8d50c	12	In the song "Area Codes", Ludacris does NOT name an area code in which state?	Arkansas	Indiana	Nebraska	50	84	74	A		
c1b9d195-e023-488e-a536-4a19841db5cc	1	A bridge traditionally wears what on her wedding day?	White dress	Limp Bizkit tour tee	Tube top	820796	1929	1369	A		
c1b9d195-e023-488e-a536-4a19841db5cc	2	Which of these Kendricks released a hip-hop album?	Kendrick Lamar	Anna Kendrick	Kendrick, Idaho	757688	42662	4484	A		
c1b9d195-e023-488e-a536-4a19841db5cc	3	Which of these is a term that describes one of the parties in a loan?	Counterparty	Loanerparty	Factorparty	537694	157479	38632	A		
c1b9d195-e023-488e-a536-4a19841db5cc	4	Terza rima is a rhyming pattern used in which work?	The Scarlet Letter	The Divine Comedy	The Last Supper	152914	293053	78177	B		
c1b9d195-e023-488e-a536-4a19841db5cc	5	The triple energizer is a term used mostly in what discipline?	Acupuncture	Homeopathy	Aromatherapy	122503	71935	90302	A		
c1b9d195-e023-488e-a536-4a19841db5cc	6	Which of these is a kind of Middle Eastern oven?	Tabun	Pashtoon	Mamoun	45071	44898	32676	A		
c1b9d195-e023-488e-a536-4a19841db5cc	7	Which young adult series features a villain known as W.I.C.K.E.D.?	The Mortal Instruments	The Divergent Trilogy	The Maze Runner	10028	12420	22446	C		
c1b9d195-e023-488e-a536-4a19841db5cc	8	By definition, a twitcher would be interested in which of the following?	Japanese bullet train	Book of Necromancy	Arctic warbler	3345	11064	7884	C		
c1b9d195-e023-488e-a536-4a19841db5cc	9	Which of these is NOT required for an NHL player to earn a "Gordie Howe hat trick"?	Score four goals	Register an assist	Get in a fight	2778	1507	3555	A		
c1b9d195-e023-488e-a536-4a19841db5cc	10	A museum in St. Petersburg, Florida is devoted to the artist of which classic work?	The Two Fridas	Persistence of Memory	Nighthawks	1149	1255	499	B		
